X [s],L BICEPS BRACHII: EMG 4 [V],L BICEPS BRACHII: EMG 4->filter (FilterSlidingRMS33) [V]
1.075394e+001,-1.695277e-005,1.318360e-005
1.075474e+001,-1.493858e-005,1.321362e-005
1.075553e+001,-1.863127e-005,1.323584e-005
1.075632e+001,-1.896696e-005,1.326768e-005
1.075712e+001,-1.762417e-005,1.330202e-005
1.075791e+001,-2.064546e-005,1.332744e-005
1.075871e+001,-1.963836e-005,1.336737e-005
1.075950e+001,-1.863127e-005,1.340347e-005
1.076029e+001,-1.963836e-005,1.343140e-005
1.076109e+001,-2.064546e-005,1.346622e-005
1.076188e+001,-1.930266e-005,1.350574e-005
1.076268e+001,-2.030976e-005,1.352786e-005
1.076347e+001,-1.863127e-005,1.355672e-005
1.076426e+001,-1.661708e-005,1.357683e-005
1.076506e+001,-1.695277e-005,1.359437e-005
1.076585e+001,-1.628138e-005,1.360946e-005
1.076665e+001,-1.376364e-005,1.361885e-005
1.076744e+001,-1.661708e-005,1.362531e-005
1.076824e+001,-1.527428e-005,1.364323e-005
1.076903e+001,-1.728847e-005,1.365976e-005
1.076982e+001,-1.762417e-005,1.367709e-005
1.077062e+001,-1.795987e-005,1.369576e-005
1.077141e+001,-2.030976e-005,1.371941e-005
1.077221e+001,-2.030976e-005,1.375507e-005
1.077300e+001,-1.997406e-005,1.378345e-005
1.077379e+001,-1.930266e-005,1.381739e-005
1.077459e+001,-1.393149e-005,1.384899e-005
1.077538e+001,-1.359579e-005,1.383559e-005
1.077618e+001,-1.091020e-005,1.380778e-005
1.077697e+001,-9.567407e-006,1.379576e-005
1.077776e+001,-1.091020e-005,1.377819e-005
1.077856e+001,-1.057450e-005,1.376842e-005
1.077935e+001,-1.124590e-005,1.376399e-005
1.078015e+001,-1.258869e-005,1.376765e-005
1.078094e+001,-1.292439e-005,1.377136e-005
1.078174e+001,-1.527428e-005,1.377690e-005
1.078253e+001,-1.426719e-005,1.377808e-005
1.078332e+001,-1.057450e-005,1.377096e-005
1.078412e+001,-4.531929e-006,1.375571e-005
1.078491e+001,-4.531929e-006,1.373223e-005
1.078571e+001,-3.524834e-006,1.371317e-005
1.078650e+001,-3.524834e-006,1.369096e-005
1.078729e+001,-7.553216e-006,1.366280e-005
1.078809e+001,-9.567407e-006,1.364736e-005
1.078888e+001,-1.292439e-005,1.363855e-005
1.078968e+001,-1.359579e-005,1.363199e-005
1.079047e+001,-1.023880e-005,1.362262e-005
1.079126e+001,-7.721065e-006,1.360878e-005
1.079206e+001,-8.224612e-006,1.358210e-005
1.079285e+001,-1.124590e-005,1.356616e-005
1.079365e+001,-7.385367e-006,1.356870e-005
1.079444e+001,-6.881819e-006,1.357057e-005
1.079524e+001,-1.007095e-005,1.356462e-005
1.079603e+001,-1.091020e-005,1.356578e-005
1.079682e+001,-1.258869e-005,1.357181e-005
1.079762e+001,-1.158160e-005,1.358112e-005
1.079841e+001,-1.124590e-005,1.359101e-005
1.079921e+001,-7.553216e-006,1.359473e-005
1.080000e+001,-4.531929e-006,1.359349e-005
1.080079e+001,-4.531929e-006,1.358797e-005
1.080159e+001,-6.881819e-006,1.357079e-005
1.080238e+001,-7.217518e-006,1.355465e-005
1.080318e+001,-5.203327e-006,1.354312e-005
1.080397e+001,-5.539025e-006,1.352766e-005
1.080476e+001,-1.091020e-005,1.351973e-005
1.080556e+001,-1.023880e-005,1.353095e-005
1.080635e+001,-1.023880e-005,1.353657e-005
1.080715e+001,-1.158160e-005,1.353490e-005
1.080794e+001,-1.326009e-005,1.353991e-005
1.080874e+001,-1.091020e-005,1.355605e-005
1.080953e+001,-9.567407e-006,1.355771e-005
1.081032e+001,-7.888914e-006,1.355178e-005
1.081112e+001,-7.217518e-006,1.354511e-005
1.081191e+001,-8.224612e-006,1.353724e-005
1.081271e+001,-1.225299e-005,1.353553e-005
1.081350e+001,-1.124590e-005,1.354242e-005
1.081429e+001,-7.217518e-006,1.353964e-005
1.081509e+001,-6.881819e-006,1.352999e-005
1.081588e+001,-6.881819e-006,1.350928e-005
1.081668e+001,-6.881819e-006,1.348972e-005
1.081747e+001,-5.539025e-006,1.346135e-005
1.081826e+001,-2.853437e-006,1.343736e-005
1.081906e+001,-2.853437e-006,1.341641e-005
1.081985e+001,-7.721065e-006,1.339954e-005
1.082065e+001,-1.023880e-005,1.339248e-005
1.082144e+001,-1.628138e-005,1.339248e-005
1.082224e+001,-1.258869e-005,1.340804e-005
1.082303e+001,-1.023880e-005,1.340035e-005
1.082382e+001,-1.292439e-005,1.338259e-005
1.082462e+001,-1.258869e-005,1.337767e-005
1.082541e+001,-1.460288e-005,1.335369e-005
1.082621e+001,-1.695277e-005,1.332660e-005
1.082700e+001,-1.963836e-005,1.331641e-005
1.082779e+001,-1.896696e-005,1.330646e-005
1.082859e+001,-1.963836e-005,1.329340e-005
1.082938e+001,-1.846342e-005,1.328854e-005
1.083018e+001,-1.527428e-005,1.326601e-005
1.083097e+001,-1.577783e-005,1.324928e-005
1.083176e+001,-1.795987e-005,1.325238e-005
1.083256e+001,-1.896696e-005,1.326891e-005
1.083335e+001,-1.896696e-005,1.329777e-005
1.083415e+001,-1.661708e-005,1.332476e-005
1.083494e+001,-1.896696e-005,1.334438e-005
1.083574e+001,-1.846342e-005,1.337127e-005
1.083653e+001,-1.712062e-005,1.338529e-005
1.083732e+001,-1.091020e-005,1.338460e-005
1.083812e+001,-9.567407e-006,1.337677e-005
1.083891e+001,-1.091020e-005,1.337349e-005
1.083971e+001,-8.224612e-006,1.337599e-005
1.084050e+001,-7.217518e-006,1.336617e-005
1.084129e+001,-7.888914e-006,1.335988e-005
1.084209e+001,-7.049668e-006,1.336270e-005
1.084288e+001,-8.224612e-006,1.336580e-005
1.084368e+001,-1.225299e-005,1.336822e-005
1.084447e+001,-1.359579e-005,1.338221e-005
1.084526e+001,-1.628138e-005,1.340298e-005
1.084606e+001,-1.594568e-005,1.342882e-005
1.084685e+001,-1.577783e-005,1.345027e-005
1.084765e+001,-1.493858e-005,1.347105e-005
1.084844e+001,-1.359579e-005,1.348806e-005
1.084924e+001,-1.426719e-005,1.349907e-005
1.085003e+001,-1.426719e-005,1.351374e-005
1.085082e+001,-1.225299e-005,1.352804e-005
1.085162e+001,-1.225299e-005,1.353255e-005
1.085241e+001,-1.359579e-005,1.353621e-005
1.085321e+001,-1.158160e-005,1.354680e-005
1.085400e+001,-1.225299e-005,1.354293e-005
1.085479e+001,-1.225299e-005,1.354094e-005
1.085559e+001,-1.091020e-005,1.353352e-005
1.085638e+001,-9.567407e-006,1.352577e-005
1.085718e+001,-1.376364e-005,1.351887e-005
1.085797e+001,-1.124590e-005,1.352446e-005
1.085876e+001,-1.091020e-005,1.351968e-005
1.085956e+001,-1.527428e-005,1.351193e-005
1.086035e+001,-1.242084e-005,1.352361e-005
1.086115e+001,-1.393149e-005,1.351549e-005
1.086194e+001,-1.359579e-005,1.350903e-005
1.086274e+001,-1.443504e-005,1.350903e-005
1.086353e+001,-1.292439e-005,1.351339e-005
1.086432e+001,-1.426719e-005,1.350908e-005
1.086512e+001,-1.644922e-005,1.350435e-005
1.086591e+001,-1.242084e-005,1.350994e-005
1.086671e+001,-1.091020e-005,1.350413e-005
1.086750e+001,-1.191730e-005,1.349998e-005
1.086829e+001,-9.903105e-006,1.350181e-005
1.086909e+001,-8.224612e-006,1.350665e-005
1.086988e+001,-8.896010e-006,1.350665e-005
1.087068e+001,-1.023880e-005,1.350016e-005
1.087147e+001,-9.567407e-006,1.350016e-005
1.087226e+001,-1.258869e-005,1.349514e-005
1.087306e+001,-1.191730e-005,1.349202e-005
1.087385e+001,-1.023880e-005,1.349249e-005
1.087465e+001,-7.553216e-006,1.348715e-005
1.087544e+001,-5.539025e-006,1.347205e-005
1.087624e+001,-4.196231e-006,1.346952e-005
1.087703e+001,-7.553216e-006,1.346485e-005
1.087782e+001,-1.158160e-005,1.346485e-005
1.087862e+001,-1.023880e-005,1.347846e-005
1.087941e+001,-1.124590e-005,1.349019e-005
1.088021e+001,-1.023880e-005,1.350149e-005
1.088100e+001,-1.141375e-005,1.350452e-005
1.088179e+001,-1.158160e-005,1.350584e-005
1.088259e+001,-1.258869e-005,1.349039e-005
1.088338e+001,-1.225299e-005,1.347781e-005
1.088418e+001,-1.158160e-005,1.346918e-005
1.088497e+001,-1.493858e-005,1.345982e-005
1.088576e+001,-1.661708e-005,1.345982e-005
1.088656e+001,-1.628138e-005,1.347272e-005
1.088735e+001,-1.560998e-005,1.348430e-005
1.088815e+001,-1.493858e-005,1.348177e-005
1.088894e+001,-1.560998e-005,1.348057e-005
1.088974e+001,-1.393149e-005,1.346686e-005
1.089053e+001,-1.225299e-005,1.343433e-005
1.089132e+001,-1.326009e-005,1.340638e-005
1.089212e+001,-1.158160e-005,1.338750e-005
1.089291e+001,-9.567407e-006,1.336362e-005
1.089371e+001,-1.091020e-005,1.335462e-005
1.089450e+001,-8.896010e-006,1.334677e-005
1.089529e+001,-1.091020e-005,1.331769e-005
1.089609e+001,-1.493858e-005,1.328256e-005
1.089688e+001,-1.275654e-005,1.327486e-005
1.089768e+001,-1.393149e-005,1.326639e-005
1.089847e+001,-1.460288e-005,1.327166e-005
1.089926e+001,-1.460288e-005,1.326801e-005
1.090006e+001,-1.107805e-005,1.326917e-005
1.090085e+001,-9.567407e-006,1.327048e-005
1.090165e+001,-1.023880e-005,1.326889e-005
1.090244e+001,-1.141375e-005,1.326345e-005
1.090324e+001,-1.191730e-005,1.325903e-005
1.090403e+001,-1.124590e-005,1.325806e-005
1.090482e+001,-1.594568e-005,1.325895e-005
1.090562e+001,-1.628138e-005,1.327689e-005
1.090641e+001,-1.359579e-005,1.328916e-005
1.090721e+001,-1.359579e-005,1.327954e-005
1.090800e+001,-1.594568e-005,1.326007e-005
1.090879e+001,-1.376364e-005,1.325471e-005
1.090959e+001,-1.174945e-005,1.324014e-005
1.091038e+001,-1.460288e-005,1.321647e-005
1.091118e+001,-1.258869e-005,1.318564e-005
1.091197e+001,-1.359579e-005,1.316433e-005
1.091276e+001,-1.762417e-005,1.315462e-005
1.091356e+001,-1.426719e-005,1.316872e-005
1.091435e+001,-1.292439e-005,1.316930e-005
1.091515e+001,-1.762417e-005,1.316251e-005
1.091594e+001,-1.426719e-005,1.317660e-005
1.091674e+001,-1.091020e-005,1.318048e-005
1.091753e+001,-9.231709e-006,1.318381e-005
1.091832e+001,-8.224612e-006,1.318304e-005
1.091912e+001,-9.567407e-006,1.317937e-005
1.091991e+001,-1.091020e-005,1.318013e-005
1.092071e+001,-1.393149e-005,1.318634e-005
1.092150e+001,-1.091020e-005,1.320404e-005
1.092229e+001,-1.292439e-005,1.321268e-005
1.092309e+001,-1.661708e-005,1.322466e-005
1.092388e+001,-1.896696e-005,1.325161e-005
1.092468e+001,-1.930266e-005,1.329109e-005
1.092547e+001,-2.064546e-005,1.333417e-005
1.092626e+001,-1.963836e-005,1.338400e-005
1.092706e+001,-1.728847e-005,1.342973e-005
1.092785e+001,-1.628138e-005,1.346056e-005
1.092865e+001,-1.527428e-005,1.348629e-005
1.092944e+001,-1.393149e-005,1.350974e-005
1.093024e+001,-1.309224e-005,1.352755e-005
1.093103e+001,-1.628138e-005,1.354040e-005
1.093182e+001,-1.728847e-005,1.356856e-005
1.093262e+001,-1.527428e-005,1.360343e-005
1.093341e+001,-1.493858e-005,1.363032e-005
1.093421e+001,-1.560998e-005,1.365397e-005
1.093500e+001,-1.560998e-005,1.367382e-005
1.093579e+001,-1.326009e-005,1.368657e-005
1.093659e+001,-8.896010e-006,1.368553e-005
1.093738e+001,-8.896010e-006,1.366876e-005
1.093818e+001,-8.560311e-006,1.365197e-005
1.093897e+001,-5.874723e-006,1.364487e-005
1.093976e+001,-6.378271e-006,1.362939e-005
1.094056e+001,-4.196231e-006,1.361200e-005
1.094135e+001,-6.210422e-006,1.359134e-005
1.094215e+001,-9.567407e-006,1.356970e-005
1.094294e+001,-1.091020e-005,1.354327e-005
1.094374e+001,-1.326009e-005,1.350872e-005
1.094453e+001,-1.393149e-005,1.348396e-005
1.094532e+001,-1.493858e-005,1.346054e-005
1.094612e+001,-1.393149e-005,1.344437e-005
1.094691e+001,-1.124590e-005,1.343596e-005
1.094771e+001,-1.258869e-005,1.342682e-005
1.094850e+001,-1.426719e-005,1.342369e-005
1.094929e+001,-1.292439e-005,1.341893e-005
1.095009e+001,-1.426719e-005,1.340046e-005
1.095088e+001,-1.258869e-005,1.339315e-005
1.095168e+001,-1.057450e-005,1.339109e-005
1.095247e+001,-6.210422e-006,1.338240e-005
1.095326e+001,-9.567407e-006,1.334999e-005
1.095406e+001,-1.326009e-005,1.331796e-005
1.095485e+001,-9.567407e-006,1.330184e-005
1.095565e+001,-6.881819e-006,1.326815e-005
1.095644e+001,-1.023880e-005,1.320837e-005
1.095724e+001,-1.107805e-005,1.314133e-005
1.095803e+001,-1.023880e-005,1.309203e-005
1.095882e+001,-8.224612e-006,1.304769e-005
1.095962e+001,-8.896010e-006,1.300300e-005
1.096041e+001,-1.023880e-005,1.295784e-005
1.096121e+001,-1.376364e-005,1.292569e-005
1.096200e+001,-1.292439e-005,1.290149e-005
1.096279e+001,-1.527428e-005,1.288376e-005
1.096359e+001,-1.510643e-005,1.288501e-005
1.096438e+001,-1.359579e-005,1.288045e-005
1.096518e+001,-9.735256e-006,1.287446e-005
1.096597e+001,-1.124590e-005,1.285795e-005
1.096676e+001,-1.091020e-005,1.282248e-005
1.096756e+001,-8.224612e-006,1.280433e-005
1.096835e+001,-1.191730e-005,1.279196e-005
1.096915e+001,-1.091020e-005,1.278185e-005
1.096994e+001,-7.721065e-006,1.278093e-005
1.097074e+001,-1.158160e-005,1.277655e-005
1.097153e+001,-1.091020e-005,1.277843e-005
1.097232e+001,-1.091020e-005,1.278020e-005
1.097312e+001,-9.231709e-006,1.278792e-005
1.097391e+001,-8.392462e-006,1.279263e-005
1.097471e+001,-1.023880e-005,1.279430e-005
1.097550e+001,-1.292439e-005,1.279595e-005
1.097629e+001,-1.091020e-005,1.281378e-005
1.097709e+001,-8.896010e-006,1.282702e-005
1.097788e+001,-8.896010e-006,1.283583e-005
1.097868e+001,-1.091020e-005,1.284086e-005
1.097947e+001,-1.225299e-005,1.284387e-005
1.098026e+001,-1.191730e-005,1.285339e-005
1.098106e+001,-1.359579e-005,1.286392e-005
1.098185e+001,-1.359579e-005,1.287624e-005
1.098265e+001,-1.359579e-005,1.288438e-005
1.098344e+001,-1.225299e-005,1.288867e-005
1.098424e+001,-1.359579e-005,1.289064e-005
1.098503e+001,-1.258869e-005,1.290052e-005
1.098582e+001,-8.560311e-006,1.290714e-005
1.098662e+001,-1.124590e-005,1.291601e-005
1.098741e+001,-1.393149e-005,1.293091e-005
1.098821e+001,-1.359579e-005,1.295451e-005
1.098900e+001,-1.225299e-005,1.297506e-005
1.098979e+001,-1.258869e-005,1.299095e-005
1.099059e+001,-1.091020e-005,1.300457e-005
1.099138e+001,-9.567407e-006,1.300754e-005
1.099218e+001,-1.158160e-005,1.300754e-005
1.099297e+001,-1.225299e-005,1.300558e-005
1.099376e+001,-1.225299e-005,1.299412e-005
1.099456e+001,-1.393149e-005,1.299310e-005
1.099535e+001,-1.225299e-005,1.299423e-005
1.099615e+001,-1.292439e-005,1.298276e-005
1.099694e+001,-1.191730e-005,1.295262e-005
1.099774e+001,-1.359579e-005,1.294140e-005
1.099853e+001,-1.896696e-005,1.295124e-005
1.099932e+001,-1.560998e-005,1.298254e-005
1.100012e+001,-1.023880e-005,1.299597e-005
1.100091e+001,-1.091020e-005,1.298834e-005
1.100171e+001,-1.292439e-005,1.296769e-005
1.100250e+001,-1.359579e-005,1.295290e-005
1.100329e+001,-1.023880e-005,1.293596e-005
1.100409e+001,-9.903105e-006,1.291347e-005
1.100488e+001,-1.107805e-005,1.289803e-005
1.100568e+001,-9.567407e-006,1.287030e-005
1.100647e+001,-8.896010e-006,1.283707e-005
1.100726e+001,-9.567407e-006,1.280833e-005
1.100806e+001,-1.426719e-005,1.276665e-005
1.100885e+001,-1.091020e-005,1.274391e-005
1.100965e+001,-9.567407e-006,1.271538e-005
1.101044e+001,-9.231709e-006,1.267849e-005
1.101124e+001,-1.023880e-005,1.263559e-005
1.101203e+001,-1.158160e-005,1.260180e-005
1.101282e+001,-1.393149e-005,1.256658e-005
1.101362e+001,-1.779202e-005,1.254718e-005
1.101441e+001,-1.695277e-005,1.255230e-005
1.101521e+001,-1.560998e-005,1.255230e-005
1.101600e+001,-1.258869e-005,1.254959e-005
1.101679e+001,-1.124590e-005,1.254566e-005
1.101759e+001,-1.174945e-005,1.252665e-005
1.101838e+001,-1.594568e-005,1.251454e-005
1.101918e+001,-1.124590e-005,1.250886e-005
1.101997e+001,-9.567407e-006,1.248539e-005
1.102076e+001,-1.158160e-005,1.245589e-005
1.102156e+001,-1.091020e-005,1.242026e-005
1.102235e+001,-1.057450e-005,1.238258e-005
1.102315e+001,-1.023880e-005,1.234560e-005
1.102394e+001,-9.903105e-006,1.231101e-005
1.102474e+001,-1.191730e-005,1.229859e-005
1.102553e+001,-1.091020e-005,1.229304e-005
1.102632e+001,-1.359579e-005,1.229304e-005
1.102712e+001,-1.158160e-005,1.230512e-005
1.102791e+001,-8.896010e-006,1.230708e-005
1.102871e+001,-1.225299e-005,1.230285e-005
1.102950e+001,-1.426719e-005,1.230591e-005
1.103029e+001,-1.091020e-005,1.231174e-005
1.103109e+001,-1.376364e-005,1.230553e-005
1.103188e+001,-1.896696e-005,1.229985e-005
1.103268e+001,-1.762417e-005,1.232006e-005
1.103347e+001,-1.963836e-005,1.234572e-005
1.103426e+001,-1.963836e-005,1.239273e-005
1.103506e+001,-1.963836e-005,1.243956e-005
1.103585e+001,-2.098116e-005,1.248724e-005
1.103665e+001,-1.728847e-005,1.254167e-005
1.103744e+001,-1.913481e-005,1.257234e-005
1.103824e+001,-1.728847e-005,1.260707e-005
1.103903e+001,-1.695277e-005,1.262372e-005
1.103982e+001,-1.493858e-005,1.263665e-005
1.104062e+001,-1.560998e-005,1.265155e-005
1.104141e+001,-1.510643e-005,1.267469e-005
1.104221e+001,-9.903105e-006,1.269485e-005
1.104300e+001,-1.493858e-005,1.269129e-005
1.104379e+001,-1.829557e-005,1.271242e-005
1.104459e+001,-1.493858e-005,1.274837e-005
1.104538e+001,-1.594568e-005,1.276357e-005
1.104618e+001,-1.493858e-005,1.278043e-005
1.104697e+001,-7.217518e-006,1.278848e-005
1.104776e+001,-1.510643e-006,1.277826e-005
1.104856e+001,5.874723e-006,1.276278e-005
1.104935e+001,7.888914e-006,1.275997e-005
1.105015e+001,7.049668e-006,1.276517e-005
1.105094e+001,8.224612e-006,1.276881e-005
1.105174e+001,8.560311e-006,1.277134e-005
1.105253e+001,1.023880e-005,1.277398e-005
1.105332e+001,9.063859e-006,1.278367e-005
1.105412e+001,5.874723e-006,1.279008e-005
1.105491e+001,2.182040e-006,1.277955e-005
1.105571e+001,-5.035477e-007,1.276707e-005
1.105650e+001,-4.196231e-006,1.275402e-005
1.105729e+001,-7.553216e-006,1.273947e-005
1.105809e+001,-1.107805e-005,1.272461e-005
1.105888e+001,-1.628138e-005,1.272507e-005
1.105968e+001,-1.762417e-005,1.274677e-005
1.106047e+001,-2.098116e-005,1.277776e-005
1.106126e+001,-2.030976e-005,1.282604e-005
1.106206e+001,-1.896696e-005,1.286878e-005
1.106285e+001,-2.165255e-005,1.289469e-005
1.106365e+001,-2.299535e-005,1.293690e-005
1.106444e+001,-2.702373e-005,1.299544e-005
1.106524e+001,-2.735943e-005,1.307885e-005
1.106603e+001,-2.870222e-005,1.316394e-005
1.106682e+001,-3.205920e-005,1.325754e-005
1.106762e+001,-3.155566e-005,1.337676e-005
1.106841e+001,-3.105211e-005,1.349381e-005
1.106921e+001,-3.054856e-005,1.360617e-005
1.107000e+001,-3.004501e-005,1.370803e-005
1.107079e+001,-2.702373e-005,1.380040e-005
1.107159e+001,-2.500954e-005,1.385397e-005
1.107238e+001,-2.265965e-005,1.390755e-005
1.107318e+001,-2.098116e-005,1.395425e-005
1.107397e+001,-1.963836e-005,1.398539e-005
1.107476e+001,-1.863127e-005,1.401124e-005
1.107556e+001,-1.628138e-005,1.402644e-005
1.107635e+001,-1.712062e-005,1.402391e-005
1.107715e+001,-1.426719e-005,1.401340e-005
1.107794e+001,-1.091020e-005,1.399564e-005
1.107874e+001,-1.493858e-005,1.396527e-005
1.107953e+001,-1.309224e-005,1.395184e-005
1.108032e+001,-1.225299e-005,1.394477e-005
1.108112e+001,-1.242084e-005,1.393348e-005
1.108191e+001,-8.896010e-006,1.391424e-005
1.108271e+001,-1.158160e-005,1.388209e-005
1.108350e+001,-1.493858e-005,1.385619e-005
1.108429e+001,-1.225299e-005,1.385010e-005
1.108509e+001,-1.158160e-005,1.382598e-005
1.108588e+001,-1.225299e-005,1.380214e-005
1.108668e+001,-1.359579e-005,1.378564e-005
1.108747e+001,-1.292439e-005,1.379324e-005
1.108826e+001,-1.359579e-005,1.380195e-005
1.108906e+001,-9.903105e-006,1.380954e-005
1.108985e+001,-8.560311e-006,1.381305e-005
1.109065e+001,-9.231709e-006,1.381549e-005
1.109144e+001,-1.023880e-005,1.381814e-005
1.109224e+001,-1.258869e-005,1.382449e-005
1.109303e+001,-1.023880e-005,1.383495e-005
1.109382e+001,-6.881819e-006,1.382974e-005
1.109462e+001,-7.553216e-006,1.381390e-005
1.109541e+001,-5.874723e-006,1.378990e-005
1.109621e+001,-8.224612e-006,1.376450e-005
1.109700e+001,-1.376364e-005,1.374351e-005
1.109779e+001,-1.762417e-005,1.373960e-005
1.109859e+001,-1.493858e-005,1.375417e-005
1.109938e+001,-1.091020e-005,1.375644e-005
1.110018e+001,-1.292439e-005,1.374665e-005
1.110097e+001,-1.493858e-005,1.374861e-005
1.110176e+001,-1.057450e-005,1.375707e-005
1.110256e+001,-9.567407e-006,1.374861e-005
1.110335e+001,-8.224612e-006,1.374368e-005
1.110415e+001,-6.881819e-006,1.373411e-005
1.110494e+001,-4.867628e-006,1.372219e-005
1.110574e+001,-4.867628e-006,1.371113e-005
1.110653e+001,-6.210422e-006,1.370324e-005
1.110732e+001,-7.888914e-006,1.368570e-005
1.110812e+001,-9.231709e-006,1.367823e-005
1.110891e+001,-1.023880e-005,1.367429e-005
1.110971e+001,-1.091020e-005,1.365932e-005
1.111050e+001,-8.224612e-006,1.365521e-005
1.111129e+001,-5.874723e-006,1.364046e-005
1.111209e+001,-8.560311e-006,1.362290e-005
1.111288e+001,-7.217518e-006,1.360710e-005
1.111368e+001,-7.217518e-006,1.359364e-005
1.111447e+001,-5.203327e-006,1.357589e-005
1.111526e+001,-1.510643e-006,1.354730e-005
1.111606e+001,-1.174945e-006,1.352942e-005
1.111685e+001,-3.524834e-006,1.351556e-005
1.111765e+001,-6.881819e-006,1.350029e-005
1.111844e+001,-9.063859e-006,1.349430e-005
1.111924e+001,-6.546120e-006,1.349602e-005
1.112003e+001,-2.182040e-006,1.349173e-005
1.112082e+001,-1.510643e-006,1.347992e-005
1.112162e+001,-4.867628e-006,1.346937e-005
1.112241e+001,-9.567407e-006,1.345343e-005
1.112321e+001,-1.023880e-005,1.344745e-005
1.112400e+001,-1.158160e-005,1.344745e-005
1.112479e+001,-1.560998e-005,1.345657e-005
1.112559e+001,-1.762417e-005,1.348175e-005
1.112638e+001,-1.762417e-005,1.351632e-005
1.112718e+001,-1.896696e-005,1.354616e-005
1.112797e+001,-1.393149e-005,1.357265e-005
1.112876e+001,-1.292439e-005,1.358312e-005
1.112956e+001,-1.426719e-005,1.358787e-005
1.113035e+001,-1.359579e-005,1.359944e-005
1.113115e+001,-1.091020e-005,1.360583e-005
1.113194e+001,-1.091020e-005,1.360406e-005
1.113274e+001,-1.091020e-005,1.359944e-005
1.113353e+001,-1.326009e-005,1.359580e-005
1.113432e+001,-1.376364e-005,1.360068e-005
1.113512e+001,-1.292439e-005,1.359673e-005
1.113591e+001,-1.191730e-005,1.358395e-005
1.113671e+001,-1.326009e-005,1.356952e-005
1.113750e+001,-9.567407e-006,1.356155e-005
1.113829e+001,-1.091020e-005,1.354609e-005
1.113909e+001,-1.174945e-005,1.353143e-005
1.113988e+001,-9.231709e-006,1.352483e-005
1.114068e+001,-8.392462e-006,1.351719e-005
1.114147e+001,-8.224612e-006,1.350477e-005
1.114226e+001,-8.896010e-006,1.349693e-005
1.114306e+001,-1.091020e-005,1.349546e-005
1.114385e+001,-1.527428e-005,1.349546e-005
1.114465e+001,-1.292439e-005,1.351364e-005
1.114544e+001,-1.091020e-005,1.351930e-005
1.114624e+001,-1.225299e-005,1.350703e-005
1.114703e+001,-2.467384e-005,1.350554e-005
1.114782e+001,-3.038071e-005,1.355435e-005
1.114862e+001,-3.239490e-005,1.363748e-005
1.114941e+001,-2.970932e-005,1.373477e-005
1.115021e+001,-2.601663e-005,1.382259e-005
1.115100e+001,-2.333104e-005,1.388985e-005
1.115179e+001,-2.064546e-005,1.394015e-005
1.115259e+001,-1.493858e-005,1.397391e-005
1.115338e+001,-1.174945e-005,1.398316e-005
1.115418e+001,-1.023880e-005,1.398447e-005
1.115497e+001,-8.560311e-006,1.396745e-005
1.115576e+001,-8.560311e-006,1.394557e-005
1.115656e+001,-6.881819e-006,1.393282e-005
1.115735e+001,-4.196231e-006,1.391710e-005
1.115815e+001,-7.217518e-006,1.388999e-005
1.115894e+001,-3.860533e-006,1.387424e-005
1.115974e+001,-1.846342e-006,1.386010e-005
1.116053e+001,-4.364080e-006,1.383597e-005
1.116132e+001,-5.035477e-006,1.381991e-005
1.116212e+001,-5.539025e-006,1.380153e-005
1.116291e+001,-1.510643e-006,1.376919e-005
1.116371e+001,-4.867628e-006,1.374590e-005
1.116450e+001,-5.539025e-006,1.372928e-005
1.116529e+001,-3.692683e-006,1.369677e-005
1.116609e+001,-6.881819e-006,1.367468e-005
1.116688e+001,-1.091020e-005,1.366633e-005
1.116768e+001,-1.007095e-005,1.367027e-005
1.116847e+001,-1.174945e-005,1.367420e-005
1.116926e+001,-1.242084e-005,1.367962e-005
1.117006e+001,-1.225299e-005,1.368372e-005
1.117085e+001,-1.258869e-005,1.367860e-005
1.117165e+001,-1.695277e-005,1.368319e-005
1.117244e+001,-1.426719e-005,1.369719e-005
1.117324e+001,-1.023880e-005,1.368875e-005
1.117403e+001,-8.560311e-006,1.365907e-005
1.117482e+001,-9.567407e-006,1.362413e-005
1.117562e+001,-1.191730e-005,1.358496e-005
1.117641e+001,-1.292439e-005,1.355637e-005
1.117721e+001,-1.091020e-005,1.354087e-005
1.117800e+001,-1.040665e-005,1.352368e-005
1.117879e+001,-1.225299e-005,1.350896e-005
1.117959e+001,-1.158160e-005,1.350378e-005
1.118038e+001,-1.225299e-005,1.349938e-005
1.118118e+001,-9.567407e-006,1.348581e-005
1.118197e+001,-7.553216e-006,1.346131e-005
1.118276e+001,-7.721065e-006,1.344044e-005
1.118356e+001,-6.881819e-006,1.342105e-005
1.118435e+001,-9.903105e-006,1.339774e-005
1.118515e+001,-1.023880e-005,1.338042e-005
1.118594e+001,-1.023880e-005,1.337197e-005
1.118674e+001,-1.023880e-005,1.337503e-005
1.118753e+001,-8.560311e-006,1.337809e-005
1.118832e+001,-9.903105e-006,1.337809e-005
1.118912e+001,-1.091020e-005,1.338565e-005
1.118991e+001,-1.091020e-005,1.339497e-005
1.119071e+001,-1.359579e-005,1.340702e-005
1.119150e+001,-1.191730e-005,1.342438e-005
1.119229e+001,-1.560998e-005,1.343037e-005
1.119309e+001,-1.493858e-005,1.344514e-005
1.119388e+001,-1.376364e-005,1.345074e-005
1.119468e+001,-1.426719e-005,1.345019e-005
1.119547e+001,-1.292439e-005,1.344787e-005
