X [s],L DELTOID MEDIUS: EMG 8 [V],L DELTOID MEDIUS: EMG 8->filter (FilterSlidingRMS21) [V]
2.726206e+000,-1.091020e-005,3.711198e-005
2.727000e+000,-1.644922e-005,3.709373e-005
2.727794e+000,1.174945e-006,3.709443e-005
2.728588e+000,2.400244e-005,3.706155e-005
2.729382e+000,-1.795987e-005,3.687127e-005
2.730176e+000,-6.630045e-005,3.654065e-005
2.730971e+000,-8.073549e-005,3.650939e-005
2.731765e+000,-7.939269e-005,3.670026e-005
2.732559e+000,-7.603571e-005,3.695612e-005
2.733353e+000,-5.253681e-005,3.720419e-005
2.734147e+000,-2.500954e-005,3.729789e-005
2.734941e+000,-4.867628e-006,3.727103e-005
2.735735e+000,1.191730e-005,3.721214e-005
2.736529e+000,9.903105e-006,3.717045e-005
2.737324e+000,-5.706874e-006,3.710908e-005
2.738118e+000,-1.846342e-005,3.708142e-005
2.738912e+000,-1.896696e-005,3.709596e-005
2.739706e+000,-1.158160e-005,3.707351e-005
2.740500e+000,-4.867628e-006,3.700893e-005
2.741294e+000,8.896010e-006,3.693472e-005
2.742088e+000,4.817273e-005,3.681277e-005
2.742882e+000,7.301442e-005,3.672096e-005
2.743676e+000,6.160067e-005,3.677102e-005
2.744471e+000,4.112306e-005,3.677985e-005
2.745265e+000,2.064546e-005,3.670950e-005
2.746059e+000,-1.426719e-005,3.664468e-005
2.746853e+000,-4.112306e-005,3.661855e-005
2.747647e+000,-5.824369e-005,3.666906e-005
2.748441e+000,-6.025788e-005,3.681519e-005
2.749235e+000,-5.253681e-005,3.689538e-005
2.750029e+000,-5.488670e-005,3.698667e-005
2.750824e+000,-4.917983e-005,3.711604e-005
2.751618e+000,-3.273060e-005,3.718603e-005
2.752412e+000,-9.735256e-006,3.718789e-005
2.753206e+000,6.210422e-006,3.719047e-005
2.754000e+000,8.560311e-006,3.715431e-005
2.754794e+000,7.217518e-006,3.697431e-005
2.755588e+000,1.292439e-005,3.675258e-005
2.756382e+000,-3.860533e-006,3.652386e-005
2.757176e+000,-2.383459e-005,3.631847e-005
2.757971e+000,-2.232395e-005,3.623432e-005
2.758765e+000,-8.224612e-006,3.614983e-005
2.759559e+000,-1.292439e-005,3.608538e-005
2.760353e+000,-1.225299e-005,3.604738e-005
2.761147e+000,-2.131685e-005,3.603393e-005
2.761941e+000,-4.649424e-005,3.605126e-005
2.762735e+000,-4.817273e-005,3.614338e-005
2.763529e+000,-3.440909e-005,3.621724e-005
2.764324e+000,-8.896010e-006,3.619854e-005
2.765118e+000,1.712062e-005,3.611357e-005
2.765912e+000,2.383459e-005,3.601079e-005
2.766706e+000,-6.713969e-007,3.584896e-005
2.767500e+000,-4.448005e-005,3.582338e-005
2.768294e+000,-6.059357e-005,3.587294e-005
2.769088e+000,-6.797894e-005,3.591338e-005
2.769882e+000,-6.730755e-005,3.603036e-005
2.770676e+000,-5.253681e-005,3.621837e-005
2.771471e+000,-2.165255e-005,3.633679e-005
2.772265e+000,6.210422e-006,3.633742e-005
2.773059e+000,2.131685e-005,3.629909e-005
2.773853e+000,3.541619e-005,3.629232e-005
2.774647e+000,3.172351e-005,3.633210e-005
2.775441e+000,3.071641e-005,3.637065e-005
2.776235e+000,3.306630e-005,3.640104e-005
2.777029e+000,3.340200e-005,3.639083e-005
2.777824e+000,2.064546e-005,3.639700e-005
2.778618e+000,6.546120e-006,3.638370e-005
2.779412e+000,-3.524834e-006,3.634865e-005
2.780206e+000,-1.023880e-005,3.629780e-005
2.781000e+000,-1.023880e-005,3.624838e-005
2.781794e+000,-1.091020e-005,3.620195e-005
2.782588e+000,-1.628138e-005,3.616004e-005
2.783382e+000,-1.980621e-005,3.613283e-005
2.784176e+000,-1.695277e-005,3.608946e-005
2.784971e+000,-1.963836e-005,3.603461e-005
2.785765e+000,-2.735943e-005,3.599932e-005
2.786559e+000,-3.776608e-005,3.598601e-005
2.787353e+000,-4.313725e-005,3.602289e-005
2.788147e+000,-2.735943e-005,3.608034e-005
2.788941e+000,7.553216e-006,3.607786e-005
2.789735e+000,3.541619e-005,3.604814e-005
2.790529e+000,1.191730e-005,3.608017e-005
2.791324e+000,-3.877317e-005,3.608166e-005
2.792118e+000,-5.455100e-005,3.614586e-005
2.792912e+000,-5.119402e-005,3.627483e-005
2.793706e+000,-5.421531e-005,3.638836e-005
2.794500e+000,-4.867628e-005,3.650869e-005
2.795294e+000,-3.776608e-005,3.658282e-005
2.796088e+000,-2.836652e-005,3.660292e-005
2.796882e+000,-2.568093e-005,3.662988e-005
2.797676e+000,-3.138781e-005,3.665853e-005
2.798471e+000,-2.366674e-005,3.669972e-005
2.799265e+000,-6.210422e-006,3.671434e-005
2.800059e+000,5.035477e-007,3.671085e-005
2.800853e+000,-4.196231e-006,3.671080e-005
2.801647e+000,-8.560311e-006,3.671006e-005
2.802441e+000,-6.881819e-006,3.669535e-005
2.803235e+000,1.678492e-007,3.656322e-005
2.804029e+000,3.524834e-006,3.645040e-005
2.804824e+000,3.189136e-006,3.644402e-005
2.805618e+000,-8.896010e-006,3.643790e-005
2.806412e+000,-2.030976e-005,3.630377e-005
2.807206e+000,-2.064546e-005,3.594766e-005
2.808000e+000,-1.292439e-005,3.508182e-005
2.808794e+000,-5.539025e-006,3.426765e-005
2.809588e+000,-5.539025e-006,3.368518e-005
2.810382e+000,-6.210422e-006,3.340488e-005
2.811176e+000,-6.546120e-006,3.329746e-005
2.811971e+000,-7.553216e-006,3.326629e-005
2.812765e+000,-4.112306e-005,3.326060e-005
2.813559e+000,-5.387960e-005,3.329488e-005
2.814353e+000,-3.591974e-005,3.333475e-005
2.815147e+000,-2.366674e-005,3.314584e-005
2.815941e+000,1.510643e-005,3.285043e-005
2.816735e+000,3.474479e-005,3.261631e-005
2.817529e+000,1.695277e-005,3.253518e-005
2.818324e+000,-4.531929e-006,3.249679e-005
2.819118e+000,-1.829557e-005,3.248371e-005
2.819912e+000,-1.628138e-005,3.249150e-005
2.820706e+000,-2.030976e-005,3.250442e-005
2.821500e+000,-2.131685e-005,3.251879e-005
2.822294e+000,-1.863127e-005,3.253447e-005
2.823088e+000,-2.601663e-005,3.252851e-005
2.823882e+000,-1.762417e-005,3.252226e-005
2.824676e+000,1.124590e-005,3.249617e-005
2.825471e+000,2.517739e-005,3.246292e-005
2.826265e+000,-1.695277e-005,3.246654e-005
2.827059e+000,-9.416342e-005,3.244996e-005
2.827853e+000,-1.267262e-004,3.284037e-005
2.828647e+000,-9.315633e-005,3.354655e-005
2.829441e+000,-5.824369e-005,3.386307e-005
2.830235e+000,-2.903792e-005,3.382415e-005
2.831029e+000,3.524834e-006,3.367299e-005
2.831824e+000,3.608759e-005,3.364893e-005
2.832618e+000,4.917983e-005,3.370416e-005
2.833412e+000,4.145876e-005,3.379333e-005
2.834206e+000,4.884413e-005,3.384789e-005
2.835000e+000,4.330510e-005,3.374898e-005
2.835794e+000,1.997406e-005,3.366794e-005
2.836588e+000,8.392462e-007,3.361567e-005
2.837382e+000,-3.524834e-006,3.361532e-005
2.838176e+000,-2.215610e-005,3.355978e-005
2.838971e+000,-4.783703e-005,3.340852e-005
2.839765e+000,-5.220111e-005,3.319581e-005
2.840559e+000,-3.709468e-005,3.328214e-005
2.841353e+000,-2.383459e-005,3.333418e-005
2.842147e+000,-4.867628e-006,3.329316e-005
2.842941e+000,2.081331e-005,3.308977e-005
2.843735e+000,1.947051e-005,3.278902e-005
2.844529e+000,-2.349889e-006,3.266088e-005
2.845324e+000,-1.997406e-005,3.262641e-005
2.846118e+000,-2.534523e-005,3.259880e-005
2.846912e+000,-3.575189e-005,3.263000e-005
2.847706e+000,-3.038071e-005,3.266425e-005
2.848500e+000,-2.769513e-005,3.269494e-005
2.849294e+000,-1.695277e-005,3.271599e-005
2.850088e+000,2.366674e-005,3.270074e-005
2.850882e+000,4.531930e-005,3.267476e-005
2.851676e+000,3.004501e-005,3.269108e-005
2.852471e+000,1.158160e-005,3.267279e-005
2.853265e+000,-1.258869e-005,3.265045e-005
2.854059e+000,-3.994812e-005,3.265814e-005
2.854853e+000,-5.622950e-005,3.268790e-005
2.855647e+000,-5.589380e-005,3.274549e-005
2.856441e+000,-3.306630e-005,3.282918e-005
2.857235e+000,-1.057450e-005,3.283744e-005
2.858029e+000,-1.023880e-005,3.278314e-005
2.858824e+000,-6.881819e-006,3.272134e-005
2.859618e+000,1.091020e-005,3.268809e-005
2.860412e+000,2.131685e-005,3.268277e-005
2.861206e+000,1.980621e-005,3.270188e-005
2.862000e+000,1.460288e-005,3.270468e-005
2.862794e+000,1.174945e-006,3.271433e-005
2.863588e+000,3.356985e-007,3.270962e-005
2.864382e+000,-1.158160e-005,3.269085e-005
2.865176e+000,-4.884413e-005,3.267383e-005
2.865971e+000,-6.730755e-005,3.274504e-005
2.866765e+000,-5.656519e-005,3.288547e-005
2.867559e+000,-3.675899e-005,3.296875e-005
2.868353e+000,-3.843748e-005,3.295758e-005
2.869147e+000,-4.313725e-005,3.293480e-005
2.869941e+000,-3.910887e-005,3.294032e-005
2.870735e+000,-4.380865e-005,3.294531e-005
2.871529e+000,-4.112306e-005,3.298026e-005
2.872324e+000,-2.198825e-005,3.303406e-005
2.873118e+000,-1.107805e-005,3.305089e-005
2.873912e+000,-3.021286e-006,3.305550e-005
2.874706e+000,-2.182040e-006,3.305591e-005
2.875500e+000,-3.189136e-006,3.305338e-005
2.876294e+000,5.035477e-007,3.305381e-005
2.877088e+000,-1.158160e-005,3.304051e-005
2.877882e+000,-1.829557e-005,3.304606e-005
2.878676e+000,-2.165255e-005,3.305572e-005
2.879471e+000,-3.273060e-005,3.299137e-005
2.880265e+000,-4.649424e-005,3.296011e-005
2.881059e+000,-5.723659e-005,3.299562e-005
2.881853e+000,-5.673304e-005,3.312165e-005
2.882647e+000,-4.917983e-005,3.325496e-005
2.883441e+000,-2.970932e-005,3.319491e-005
2.884235e+000,-1.896696e-005,3.305691e-005
2.885029e+000,-1.997406e-005,3.305871e-005
2.885824e+000,-1.661708e-005,3.304779e-005
2.886618e+000,-1.896696e-005,3.294118e-005
2.887412e+000,2.366674e-005,3.285696e-005
2.888206e+000,8.845655e-005,3.284324e-005
2.889000e+000,7.704280e-005,3.320195e-005
2.889794e+000,2.366674e-005,3.347007e-005
2.890588e+000,-6.881819e-006,3.347229e-005
2.891382e+000,-2.870222e-005,3.345619e-005
2.892176e+000,-5.790799e-005,3.347827e-005
2.892971e+000,-9.114214e-005,3.360934e-005
2.893765e+000,-6.630045e-005,3.398872e-005
2.894559e+000,-4.599069e-005,3.419138e-005
2.895353e+000,-2.165255e-005,3.427586e-005
2.896147e+000,-1.510643e-006,3.426371e-005
2.896941e+000,-1.510643e-006,3.420982e-005
2.897735e+000,7.888914e-006,3.415690e-005
2.898529e+000,3.273060e-005,3.414719e-005
2.899324e+000,6.361486e-005,3.419615e-005
2.900118e+000,5.354391e-005,3.438397e-005
2.900912e+000,3.054856e-005,3.450754e-005
2.901706e+000,5.085832e-005,3.454474e-005
2.902500e+000,7.804990e-005,3.466040e-005
2.903294e+000,5.220111e-005,3.492552e-005
2.904088e+000,1.678492e-007,3.502262e-005
2.904882e+000,-2.232395e-005,3.498773e-005
2.905676e+000,-8.896010e-006,3.499784e-005
2.906471e+000,9.231709e-006,3.490579e-005
2.907265e+000,-1.393149e-005,3.460102e-005
2.908059e+000,-3.944457e-005,3.435694e-005
2.908853e+000,-5.555810e-005,3.435320e-005
2.909647e+000,-6.764325e-005,3.448474e-005
2.910441e+000,-6.478981e-005,3.469537e-005
2.911235e+000,-5.270466e-005,3.488388e-005
2.912029e+000,-5.387960e-005,3.492703e-005
2.912824e+000,-5.891508e-005,3.501856e-005
2.913618e+000,-5.673304e-005,3.517232e-005
2.914412e+000,-4.632639e-005,3.531600e-005
2.915206e+000,-2.970932e-005,3.541262e-005
2.916000e+000,-1.493858e-005,3.545107e-005
2.916794e+000,-1.527428e-005,3.545152e-005
2.917588e+000,-1.930266e-005,3.539903e-005
2.918382e+000,-1.225299e-005,3.528338e-005
2.919176e+000,-6.881819e-006,3.523134e-005
2.919971e+000,-1.829557e-005,3.523312e-005
2.920765e+000,-3.810178e-005,3.521765e-005
2.921559e+000,-3.843748e-005,3.522441e-005
2.922353e+000,-1.628138e-005,3.524570e-005
2.923147e+000,-8.392462e-006,3.522301e-005
2.923941e+000,-1.225299e-005,3.517471e-005
2.924735e+000,-1.292439e-005,3.511398e-005
2.925529e+000,-6.881819e-006,3.505683e-005
2.926324e+000,-1.896696e-005,3.500929e-005
2.927118e+000,-3.407340e-005,3.498904e-005
2.927912e+000,-2.568093e-005,3.502431e-005
2.928706e+000,-4.699779e-006,3.504224e-005
2.929500e+000,2.937362e-005,3.502541e-005
2.930294e+000,2.182040e-005,3.504828e-005
2.931088e+000,-1.443504e-005,3.506883e-005
2.931882e+000,-1.309224e-005,3.507255e-005
2.932676e+000,-1.628138e-005,3.505343e-005
2.933471e+000,-2.098116e-005,3.493504e-005
2.934265e+000,-9.063859e-006,3.477800e-005
2.935059e+000,-6.881819e-006,3.462790e-005
2.935853e+000,-8.560311e-006,3.454035e-005
2.936647e+000,-6.546120e-006,3.453521e-005
2.937441e+000,-1.158160e-005,3.452928e-005
2.938235e+000,-1.577783e-005,3.447424e-005
2.939029e+000,-2.433814e-005,3.436610e-005
2.939824e+000,-2.769513e-005,3.422689e-005
2.940618e+000,-2.030976e-005,3.422689e-005
2.941412e+000,-1.762417e-005,3.420996e-005
2.942206e+000,-1.493858e-005,3.407344e-005
2.943000e+000,-1.510643e-006,3.395385e-005
2.943794e+000,-1.846342e-006,3.390367e-005
2.944588e+000,-1.040665e-005,3.386866e-005
2.945382e+000,1.460288e-005,3.383940e-005
2.946176e+000,1.007095e-006,3.383537e-005
2.946971e+000,-3.910887e-005,3.383274e-005
2.947765e+000,-4.330510e-005,3.390465e-005
2.948559e+000,-2.735943e-005,3.399017e-005
2.949353e+000,-1.359579e-005,3.400327e-005
2.950147e+000,-8.896010e-006,3.398103e-005
2.950941e+000,2.517739e-006,3.396411e-005
2.951735e+000,-1.628138e-005,3.394242e-005
2.952529e+000,-5.337606e-005,3.392551e-005
2.953324e+000,-1.079271e-004,3.402649e-005
2.954118e+000,-1.237049e-004,3.452661e-005
2.954912e+000,-9.416342e-005,3.520140e-005
2.955706e+000,-3.205920e-005,3.558633e-005
2.956500e+000,1.376364e-005,3.560396e-005
2.957294e+000,4.011597e-005,3.559210e-005
2.958088e+000,8.375677e-005,3.566125e-005
2.958882e+000,1.233692e-004,3.596325e-005
2.959676e+000,1.038987e-004,3.658144e-005
2.960471e+000,5.690089e-005,3.700866e-005
2.961265e+000,3.776608e-005,3.710985e-005
2.962059e+000,2.232395e-005,3.713773e-005
2.962853e+000,7.553216e-006,3.713900e-005
2.963647e+000,8.392462e-007,3.713501e-005
2.964441e+000,1.124590e-005,3.711430e-005
2.965235e+000,5.203327e-006,3.701224e-005
2.966029e+000,-1.124590e-005,3.695090e-005
2.966824e+000,-1.628138e-005,3.694445e-005
2.967618e+000,-1.007095e-006,3.694582e-005
2.968412e+000,1.023880e-005,3.689021e-005
2.969206e+000,1.326009e-005,3.685128e-005
2.970000e+000,-5.874723e-006,3.685558e-005
2.970794e+000,-1.896696e-005,3.685672e-005
2.971588e+000,-3.541619e-005,3.687137e-005
2.972382e+000,-4.800488e-005,3.692128e-005
2.973176e+000,-4.145876e-005,3.701218e-005
2.973971e+000,-4.582284e-005,3.707322e-005
2.974765e+000,-5.723659e-005,3.715614e-005
2.975559e+000,-1.057450e-004,3.729621e-005
2.976353e+000,-1.331044e-004,3.776559e-005
2.977147e+000,-1.159838e-004,3.849417e-005
2.977941e+000,-7.704280e-005,3.904662e-005
2.978735e+000,-4.448005e-005,3.926457e-005
2.979529e+000,-3.508049e-005,3.933167e-005
2.980324e+000,-4.011597e-005,3.920332e-005
2.981118e+000,-3.105211e-005,3.900342e-005
2.981912e+000,-1.493858e-005,3.878484e-005
2.982706e+000,-1.661708e-005,3.855596e-005
2.983500e+000,-5.539025e-006,3.845324e-005
2.984294e+000,3.407340e-005,3.842860e-005
2.985088e+000,3.944457e-005,3.847569e-005
2.985882e+000,2.131685e-005,3.853416e-005
2.986676e+000,2.568093e-005,3.854889e-005
2.987471e+000,4.330510e-005,3.857477e-005
2.988265e+000,3.541619e-005,3.863806e-005
2.989059e+000,1.258869e-005,3.867491e-005
2.989853e+000,-6.210422e-006,3.867592e-005
2.990647e+000,-8.896010e-006,3.867653e-005
2.991441e+000,-1.258869e-005,3.867653e-005
2.992235e+000,-1.158160e-005,3.858741e-005
2.993029e+000,-9.231709e-006,3.837235e-005
2.993824e+000,-7.721065e-006,3.821811e-005
2.994618e+000,-6.881819e-006,3.815007e-005
2.995412e+000,-5.203327e-006,3.813425e-005
2.996206e+000,-7.553216e-006,3.812688e-005
2.997000e+000,-1.158160e-005,3.805858e-005
2.997794e+000,-1.359579e-005,3.792201e-005
2.998588e+000,-1.493858e-005,3.777703e-005
2.999382e+000,-1.577783e-005,3.766994e-005
3.000176e+000,-1.896696e-005,3.755294e-005
3.000971e+000,-2.299535e-005,3.746553e-005
3.001765e+000,-2.299535e-005,3.744247e-005
3.002559e+000,-2.366674e-005,3.746092e-005
3.003353e+000,-2.702373e-005,3.748308e-005
3.004147e+000,-2.500954e-005,3.751098e-005
3.004941e+000,-2.232395e-005,3.753532e-005
3.005735e+000,-2.299535e-005,3.754937e-005
3.006529e+000,-2.903792e-005,3.757115e-005
3.007324e+000,-4.045167e-005,3.758281e-005
3.008118e+000,-5.925078e-005,3.763099e-005
3.008912e+000,-8.006408e-005,3.777640e-005
3.009706e+000,-8.845655e-005,3.803866e-005
3.010500e+000,-9.282063e-005,3.835858e-005
3.011294e+000,-6.546120e-005,3.869589e-005
3.012088e+000,-2.165255e-005,3.878317e-005
3.012882e+000,-2.517739e-006,3.870707e-005
3.013676e+000,3.189136e-005,3.865859e-005
3.014471e+000,8.778516e-005,3.869720e-005
3.015265e+000,1.317617e-004,3.900105e-005
3.016059e+000,1.435111e-004,3.968077e-005
3.016853e+000,1.179980e-004,4.049879e-005
3.017647e+000,4.750134e-005,4.096576e-005
3.018441e+000,-1.426719e-005,4.091072e-005
3.019235e+000,-1.560998e-005,4.073841e-005
3.020029e+000,-1.628138e-005,4.057051e-005
3.020824e+000,-3.474479e-005,4.047246e-005
3.021618e+000,-4.112306e-005,4.050151e-005
3.022412e+000,-4.582284e-005,4.056643e-005
3.023206e+000,-5.941863e-005,4.063096e-005
3.024000e+000,-4.213016e-005,4.072007e-005
3.024794e+000,-5.589380e-005,4.075011e-005
3.025588e+000,-6.730755e-005,4.083524e-005
3.026382e+000,-6.764325e-005,4.096904e-005
3.027176e+000,-8.241398e-005,4.110330e-005
3.027971e+000,-1.055772e-004,4.134918e-005
3.028765e+000,-1.082628e-004,4.177459e-005
3.029559e+000,-7.939269e-005,4.221853e-005
3.030353e+000,-3.743038e-005,4.245167e-005
3.031147e+000,-1.007095e-006,4.250026e-005
3.031941e+000,1.393149e-005,4.249584e-005
3.032735e+000,1.980621e-005,4.249318e-005
3.033529e+000,4.783703e-005,4.249318e-005
3.034324e+000,9.617762e-005,4.256810e-005
3.035118e+000,1.337758e-004,4.289841e-005
3.035912e+000,1.327687e-004,4.353026e-005
3.036706e+000,1.139696e-004,4.411893e-005
3.037500e+000,6.344701e-005,4.451875e-005
3.038294e+000,2.517739e-006,4.463581e-005
3.039088e+000,-4.716563e-005,4.463400e-005
3.039882e+000,-8.039978e-005,4.466860e-005
3.040676e+000,-7.536431e-005,4.489341e-005
3.041471e+000,-5.421531e-005,4.504130e-005
3.042265e+000,-3.709468e-005,4.504001e-005
3.043059e+000,-2.500954e-005,4.499598e-005
3.043853e+000,-2.500954e-005,4.491402e-005
3.044647e+000,-3.205920e-005,4.485215e-005
3.045441e+000,-3.776608e-005,4.483801e-005
3.046235e+000,-3.810178e-005,4.486008e-005
3.047029e+000,-3.910887e-005,4.488819e-005
3.047824e+000,-3.810178e-005,4.490749e-005
3.048618e+000,-4.246586e-005,4.493910e-005
3.049412e+000,-4.448005e-005,4.500159e-005
3.050206e+000,-4.649424e-005,4.507153e-005
3.051000e+000,-4.448005e-005,4.514722e-005
3.051794e+000,-3.642328e-005,4.521436e-005
3.052588e+000,-3.172351e-005,4.525940e-005
3.053382e+000,-1.510643e-005,4.529479e-005
3.054176e+000,-3.189136e-006,4.530238e-005
3.054971e+000,-6.210422e-006,4.530238e-005
3.055765e+000,-1.393149e-005,4.530095e-005
3.056559e+000,-1.510643e-005,4.529327e-005
3.057353e+000,-2.400244e-005,4.528631e-005
3.058147e+000,-3.038071e-005,4.530069e-005
3.058941e+000,-2.970932e-005,4.533205e-005
3.059735e+000,-2.030976e-005,4.536197e-005
3.060529e+000,-1.560998e-005,4.537509e-005
3.061324e+000,-6.881819e-006,4.538213e-005
3.062118e+000,8.560311e-006,4.538180e-005
3.062912e+000,1.997406e-005,4.532500e-005
3.063706e+000,1.728847e-005,4.523694e-005
3.064500e+000,3.860533e-006,4.520203e-005
3.065294e+000,-1.846342e-006,4.518282e-005
3.066088e+000,-2.517739e-006,4.517490e-005
3.066882e+000,-2.182040e-006,4.513255e-005
3.067676e+000,-4.196231e-006,4.512257e-005
3.068471e+000,-8.896010e-006,4.512247e-005
3.069265e+000,-1.493858e-005,4.511345e-005
3.070059e+000,-1.661708e-005,4.511197e-005
3.070853e+000,-1.594568e-005,4.510716e-005
3.071647e+000,-1.661708e-005,4.510009e-005
3.072441e+000,-1.493858e-005,4.509758e-005
3.073235e+000,-1.560998e-005,4.508156e-005
3.074029e+000,-1.326009e-005,4.507920e-005
3.074824e+000,-1.359579e-005,4.508094e-005
3.075618e+000,-1.359579e-005,4.506507e-005
3.076412e+000,-1.393149e-005,4.506145e-005
3.077206e+000,-1.225299e-005,4.475393e-005
3.078000e+000,-1.258869e-005,4.418424e-005
3.078794e+000,1.007095e-006,4.387613e-005
3.079588e+000,2.601663e-005,4.375288e-005
3.080382e+000,1.460288e-005,4.374683e-005
3.081176e+000,-5.857939e-005,4.375413e-005
3.081971e+000,-1.290761e-004,4.383155e-005
3.082765e+000,-1.364614e-004,4.434594e-005
3.083559e+000,-9.970245e-005,4.494878e-005
3.084353e+000,-9.684901e-005,4.521562e-005
3.085147e+000,-7.704280e-005,4.547914e-005
3.085941e+000,3.860533e-006,4.567258e-005
3.086735e+000,1.122911e-004,4.567307e-005
3.087529e+000,1.613031e-004,4.611017e-005
3.088324e+000,1.320974e-004,4.698347e-005
3.089118e+000,7.032883e-005,4.749453e-005
3.089912e+000,1.191730e-005,4.756894e-005
3.090706e+000,-3.340200e-005,4.752762e-005
3.091500e+000,-6.160067e-005,4.754596e-005
3.092294e+000,-4.615854e-005,4.767209e-005
3.093088e+000,-1.225299e-005,4.772875e-005
3.093882e+000,-3.860533e-006,4.772111e-005
3.094676e+000,-1.678492e-007,4.772142e-005
3.095471e+000,1.409934e-005,4.770811e-005
3.096265e+000,1.661708e-005,4.769330e-005
3.097059e+000,1.124590e-005,4.765984e-005
3.097853e+000,-8.896010e-006,4.763321e-005
3.098647e+000,-2.769513e-005,4.761021e-005
3.099441e+000,-4.481575e-005,4.762625e-005
3.100235e+000,-3.910887e-005,4.767465e-005
3.101029e+000,-7.217518e-006,4.765714e-005
3.101824e+000,1.023880e-005,4.762871e-005
3.102618e+000,9.231709e-006,4.762773e-005
3.103412e+000,-4.364080e-006,4.762528e-005
3.104206e+000,-2.433814e-005,4.757253e-005
3.105000e+000,-6.193637e-005,4.748645e-005
3.105794e+000,-1.002060e-004,4.751032e-005
3.106588e+000,-9.298848e-005,4.780927e-005
3.107382e+000,-4.884413e-005,4.809270e-005
3.108176e+000,-1.393149e-005,4.816817e-005
3.108971e+000,-2.030976e-005,4.817302e-005
3.109765e+000,-2.366674e-005,4.818272e-005
3.110559e+000,-9.903105e-006,4.818621e-005
3.111353e+000,-4.196231e-006,4.817648e-005
3.112147e+000,-2.853437e-006,4.817002e-005
3.112941e+000,3.860533e-006,4.817024e-005
3.113735e+000,1.242084e-005,4.817073e-005
3.114529e+000,6.546120e-006,4.817139e-005
3.115324e+000,-6.881819e-006,4.809388e-005
3.116118e+000,-1.795987e-005,4.794523e-005
3.116912e+000,-2.299535e-005,4.784958e-005
3.117706e+000,-2.030976e-005,4.782220e-005
3.118500e+000,-1.158160e-005,4.778673e-005
3.119294e+000,-9.567407e-006,4.772916e-005
3.120088e+000,-9.567407e-006,4.768116e-005
3.120882e+000,-6.378271e-006,4.762008e-005
3.121676e+000,-8.224612e-006,4.756486e-005
3.122471e+000,-1.393149e-005,4.755094e-005
3.123265e+000,-1.393149e-005,4.755333e-005
3.124059e+000,-1.359579e-005,4.755952e-005
3.124853e+000,-1.980621e-005,4.756555e-005
3.125647e+000,-1.930266e-005,4.757834e-005
3.126441e+000,-1.527428e-005,4.759080e-005
3.127235e+000,-1.779202e-005,4.759412e-005
3.128029e+000,-1.829557e-005,4.759351e-005
3.128824e+000,-8.224612e-006,4.758902e-005
3.129618e+000,-1.510643e-006,4.755543e-005
3.130412e+000,1.795987e-005,4.748307e-005
3.131206e+000,1.930266e-005,4.738392e-005
3.132000e+000,-9.231709e-006,4.728818e-005
3.132794e+000,-2.249180e-005,4.720954e-005
3.133588e+000,-1.695277e-005,4.719683e-005
3.134382e+000,-2.735943e-005,4.719439e-005
3.135176e+000,-4.985122e-005,4.720618e-005
3.135971e+000,-5.320821e-005,4.728064e-005
3.136765e+000,-5.992218e-005,4.736380e-005
3.137559e+000,-8.342107e-005,4.746557e-005
3.138353e+000,-1.062486e-004,4.743653e-005
3.139147e+000,-9.030289e-005,4.761589e-005
3.139941e+000,-7.368582e-005,4.786918e-005
3.140735e+000,-2.937362e-005,4.804789e-005
3.141529e+000,7.670710e-005,4.804918e-005
3.142324e+000,1.421683e-004,4.813297e-005
3.143118e+000,1.267262e-004,4.852522e-005
3.143912e+000,1.102770e-004,4.890647e-005
3.144706e+000,1.075914e-004,4.923247e-005
3.145500e+000,5.119402e-005,4.959041e-005
3.146294e+000,-1.124590e-005,4.967443e-005
3.147088e+000,-2.970932e-005,4.967841e-005
3.147882e+000,-4.011597e-005,4.970469e-005
3.148676e+000,-4.380865e-005,4.972193e-005
3.149471e+000,-4.313725e-005,4.965374e-005
3.150265e+000,-3.105211e-005,4.962147e-005
3.151059e+000,-1.527428e-005,4.962246e-005
3.151853e+000,1.124590e-005,4.954689e-005
3.152647e+000,-1.510643e-006,4.935480e-005
3.153441e+000,-1.560998e-005,4.926688e-005
3.154235e+000,-2.769513e-005,4.927476e-005
3.155029e+000,-2.433814e-005,4.928344e-005
3.155824e+000,-2.635233e-005,4.930002e-005
3.156618e+000,-5.186542e-005,4.931969e-005
3.157412e+000,-7.335011e-005,4.940021e-005
3.158206e+000,-5.656519e-005,4.952333e-005
3.159000e+000,6.210422e-006,4.952696e-005
3.159794e+000,1.594568e-005,4.938087e-005
3.160588e+000,-3.189136e-005,4.925354e-005
3.161382e+000,-6.025788e-005,4.919659e-005
3.162176e+000,-4.246586e-005,4.922015e-005
3.162971e+000,-4.985122e-005,4.916616e-005
3.163765e+000,-1.022202e-004,4.914240e-005
3.164559e+000,-9.550622e-005,4.941071e-005
3.165353e+000,-5.253681e-005,4.967551e-005
3.166147e+000,-2.500954e-005,4.975676e-005
3.166941e+000,-5.052262e-005,4.976931e-005
3.167735e+000,-7.435722e-005,4.983901e-005
3.168529e+000,-5.287251e-005,5.001057e-005
3.169324e+000,5.035477e-007,5.009799e-005
3.170118e+000,9.718471e-005,5.008736e-005
3.170912e+000,1.341115e-004,5.034084e-005
3.171706e+000,9.114214e-005,5.086034e-005
3.172500e+000,7.838559e-005,5.111150e-005
